read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at
RD00028907,MTR003563,CUST003563,2022-09-26 22:39:04,Manual,2.0313,469605.28,238.5,47.51,0.994,11.171,0,0,0,Good,2022-09-26 22:48:04
RD00021516,MTR002765,CUST002765,2022-09-03 19:28:36,Automatic,8.2848,103778.06,227.3,39.33,0.723,38.468,3.2573,0,0,Suspect,2022-09-03 19:38:36
RD00034681,MTR002023,CUST002023,2023-02-20 13:13:08,automatic,1.7884,234889.78,230.1,17.86,0.831,6.35,0.6257,0,0,Good,2023-02-20 13:30:08
RD00012044,MTR002072,  CUST002072,2022-11-19 13:05:35,Automatic,99.5052,361332.93,219.5,37.62,0.761,521.281,24.8481,0,0,Good,2022-11-19 13:28:35
RD00038182,MTR000253,CUST000253,2024-06-06 02:03:13,Automatic,12.8608,492449.96,233.4,38.74,0.912,55.423,2.5215,0,0,Good,2024-06-06 02:32:13
RD00018539,  MTR004798,,2022-05-02 00:23:23,Manual,3.1443,261462.7,243.6,42.23,0.902,10.185,1.2406,0,0,Good,2022-05-02 00:53:23
RD00031991,  MTR003746,CUST003746,2023-10-03 18:13:39,Automatic,2.5834,UNKNOWN,231.2,-,0.753,10.302,,0,0,Good,2023-10-03 18:24:39
RD00008982,MTR002663,CUST002663,2023-03-07 11:50:45,Manual,0.3795,82840.75,236.7,46.56,0.858,1.869,0.0985,0,0,Good,07/03/2023
RD00044062,MTR001871,CUST001871,2023-12-14 05:02:10,Automatic,1.0647,321615.95,245.3,7.99,0.772,5.937,0.1793,0,0,Suspect,2023-12-14 05:16:10
RD00009363,MTR004629,CUST004629,2023-12-08 23:20:11,Automatic,41.9227,279913.03,232.7,-,0.931,238.204,UNKNOWN,0,0,Good,2023-12-08 23:36:11
RD00010471,MTR003765,CUST003765,2022-12-07 17:45:34,Automatic,,230250.65,226.3,3.09,0.899,9.726,0.7447,0,0,Good,2022-12-07 17:55:34
RD00039977,MTR004319,CUST004319,2024-11-27 07:22:40,Automatic,N/A,125384.34,212.4,32.73,0.868,33.887,1.913,0,0,Good,2024-11-27 07:43:40
RD00032015,MTR003416,CUST003416,2023-12-09 20:50:58,Automatic,1.6042,143610.47,216.7,39.22,0.936,6.077,0.5167,1,0,Good,2023-12-09 21:19:58
RD00008331,MTR003038,CUST003038,2024-10-12 12:17:09,Automatic,15.7425,306619.94,229.5,32.65,0.713,-,3.4225,0,0,Good,2024-10-12 12:36:09
RD00022950,-,CUST003098,2022-05-07 20:20:44,Automatic,3.0581,41542.91,246.6,34.42,0.959,9.843,1.0797,0,0,Good,2022-05-07 20:22:44
RD00002381,MTR004713,CUST004713,2024-09-14 00:56:08,Manual,0.2242,286160.5,238.5,40.25,0.792,0.738,0.0261,0,0,Invalid,2024-09-14 01:16:08
RD00045782,MTR001733,CUST001733,2023-11-13 04:45:42,Automatic,1.1513,N/A,243.9,11.91,N/A,N/A,0.2309,0,0,Good,2023-11-13 04:52:42
RD00017322,MTR002057,CUST002057,2024-08-16 12:36:03,Automatic,10.3266,327097.81,209.7,9.46,0.829,45.526,3.5382,0,0,Good,2024-08-16 12:55:03
RD00036449,MTR000270,CUST000270,1724889600,ESTIMATED,0.9447,-,211.4,11.19,0.896,3.62,0.1228,0,0,Suspect,2024-08-29 11:43:20
RD00048479,MTR000208,CUST000208,2022-08-25 10:09:15,AUTOMATIC,3.0713,414927.27,220.4,8.13,0.998,18.274,1.1228,0,0,Good,2022-08-25 10:25:15
RD00015385,MTR000756,CUST000756,2022-11-02 09:32:57,Automatic,1.1973,UNKNOWN,NULL,16.85,0.899,6.257,0,0,0,Good,2022-11-02 09:50:57
RD00032544,MTR004444,CUST004444,2022-08-05 14:51:29,Automatic,11.8828,294130.39,237.4,17.88,UNKNOWN,62.823,3.4695,0,0,Good,2022-08-05 15:15:29
RD00031085,MTR002574,CUST002574,2023-11-03 22:15:48,Automatic,2.5523,170124.35 kWh,233.2,22.89,0.978,12.854,NULL,0,0,Good,2023-11-03 22:16:48
RD00039234,MTR001415,CUST001415,2022-10-03 11:02:41,automatic,16.8259,161428.16,237.5,12.48,0.84,73.543,1.8424,1,0,Invalid,2022-10-03 11:04:41
RD00007502,MTR003736,CUST003736,2022-01-28 10:14:59,Automatic,0.8834,473831.58,-,16.83,0.743,3.643,,0,,0,2022-01-28 10:32:59
RD00006345,MTR000656,CUST000656,2024-02-21 21:05:10,Automatic,0,158318.77,244.8,19.87,0.81,309.558,28.4629,0,0,Good,2024-02-21 21:21:10
RD00040118,MTR003458,CUST003458,2023-10-16 05:25:05,Automatic,5.1322,225258.74,252.9,,0.779,16.034,,0,0,Good,2023-10-16 05:45:05
RD00039576,MTR001521,CUST001521,2023-04-05 00:48:47,Manual,0.6788,439457.99,222.0,44.33,0.952,4.029,0.101,0,0,UNKNOWN,2023-04-05 01:09:47
RD00028010,MTR002974,CUST002974,2024-12-19 08:14:41,Automatic,3.6875,NULL,224.9,1.86,0.713,11.475,NULL,0,0,Estimated,2024-12-19 08:27:41
RD00023840,MTR002490,CUST002490,2023-02-05 14:27:43,Automatic,2.471,128403.56,215.2,45.4,0.769,8.261,-,1,0,Good,2023-02-05 14:50:43
RD00030393,MTR001663,NULL,2024-04-04 03:16:46,Estimated,0.2964,465683.3,246.8,44.82,0.754,0,0.0604,0,0,Good,2024-04-04 03:35:46
RD00044115,MTR004970,CUST004970,2024-03-11 00:52:42,Manual,0.415,192562.76,224.8,18.97,0.732,2.01,,-,0,Good,2024-03-11 01:18:42
RD00043334,MTR002736,CUST002736,2023-05-15 18:56:53,Manual,5.2397,419832.54,217.5,22.5,0.872,30.33,1.2513,0,0,Good,2023-05-15 19:08:53
RD00047314,MTR001591,  CUST001591,2024/02/17 11:18:40,Automatic,0.4278,64488.59,222.8,44.53,0.928,1.443,0.0467,0,0,Good,2024-02-17 11:20:40
RD00021536,MTR003644,CUST003644,2023-05-24 16:56:08,Automatic,4.8342,91168.14,232.3,18.3,0.979,14.563,0.6996,0,0,Good,2023-05-24 17:00:08
RD00028172,MTR003975,CUST003975,2024-01-16 12:03:17,Automatic,0.9231,278502.03,214.3,22.96,0.709,5.014,0.3476,0,0,Good,2024-01-16 12:25:17
RD00044868,MTR002106,CUST002106,2023-12-16 04:03:45,Automatic,0.1511,35187.6,228.3,47.73,,0.893,0.042,0,0,Suspect,2023-12-16 04:14:45
RD00048241,MTR003479,CUST003479,30-09-2024,Automatic,2.8129,421153.99,237.4,26.23,0.708,-,0.8705,0,0,Good,2024-09-30 08:31:49
RD00032159,MTR000747,CUST000747,2023-01-01 08:01:08,Automatic,2.1178,371110.85,238.7,43.81,0.752,12.182,0.7741,0,0,Good,2023-01-01 08:02:08
RD00017910,MTR001291,CUST001291,2023-12-22 02:09:09,Automatic,0.1605,208525.09,231.0,24.6,0.811,0.506,0.0223,0,0,Estimated,1703203200
RD00035901,MTR002792,CUST002792,2022-05-31 15:02:29,Automatic,2.7379,371592.5,232.8,3.54,0.954,15.114,0.8356,0,0,Good,2022-05-31 15:15:29
RD00027002,MTR002571,CUST002571,2023-06-24 13:26:42,Estimated,7.1364,375359.0,245.1,22.53,,24.051,1.5902,0,0,Good,2023-06-24 13:55:42
RD00049939,MTR000681,CUST000681,2022-01-23 12:24:50,Automatic,0.3511,322812.37,231.3,34.68,0.96,1.592,,0,0,Good,2022-01-23 12:50:50
RD00030805,MTR002975,CUST002975,2022-01-07 08:30:49,Automatic,21.7076,442603.63,228.8,35.01,0.837,127.851,5.432,0,0,Good,2022-01-07 08:56:49
RD00034824,MTR004064,CUST004064,2023-03-23 14:45:52,Manual,0.9203,N/A,222.0,39.35,0.992,2.799,0.1426,0,0,Good,2023-03-23 14:50:52
RD00012978,MTR000510,CUST000510,-,Automatic,0.4311,NULL,238.6,14.13,0.75,2.47,,0,0,Good,2023-10-02 01:00:02
RD00015042,MTR004386,  CUST004386,2024-09-21 14:58:00,Revised,2.6255,495532.62,245.9,26.26,0.925,9.754,0.7933,NULL,0,Good,2024-09-21 15:10:00
RD00022524,MTR004230,CUST004230,2022-01-10 04:29:23,Manual,0.7836,479035.38,247.5,41.52,0.752,2.685,0.29,0,0,Suspect,2022-01-10 04:38:23
RD00018538,MTR003785,CUST003785,2023-11-03 07:28:06T00:00:00Z,Automatic,0.2964,232308.24,240.2,21.65,0.849,1.677,0.0573,0,0,Good,2023-11-03 07:32:06
RD00018649,MTR000754,NULL,2023-08-02 13:29:57,Automatic,0.4585,236183.81,234.7,27.18,0.961,0,0.1147,,0,Good,2023-08-02 13:39:57
RD00034698,MTR004429,0,2023-05-17 07:30:39,Automatic,2.8929,249603.36,238.1,12.06,0.997,14.077,0.4435,0,0,Good,2023-05-17 07:44:39
RD00047177,MTR004245,CUST004245,2024-07-25 07:47:02,Manual,156.9592,140418.53,228.6,34.48,0.707,890.176,53.2176,0,0,Good,2024-07-25 07:51:02
RD00035620,MTR004742,CUST004742,2023-06-07 08:17:52,Automatic,1.8517,15289.15,227.5,10.09,0.975,8.453,0.6484,0,1,Good,2023-06-07 08:40:52
RD00027445,MTR000774,CUST000774,2024-07-22 19:26:20,Automatic,1.5135,395606.37,232.9,44.06,0.799,8.414,0.5865,0,0,Good,2024-07-22 19:35:20
RD00031451,MTR003899,CUST003899,2023-02-14 07:56:30,Automatic,12.2309,275874.32,222.0,40.07,0.74,48.78,1.4824,0,0,Good,2023-02-14 08:24:30
RD00004637,MTR002584,CUST002584,2022-09-24 11:28:48,Automatic,157.3118,310570.13,220.8,19.14,-,545.246,50.9073,0,0,NULL,2022-09-24 11:50:48
RD00044208,MTR001974,CUST001974,2022-11-01 01:15:40,Automatic,2.3086,194696.39,239.7,27.25,0.841,11.182,0.7751,0,0,Invalid,2022-11-01 01:32:40
RD00018058,MTR002029,CUST002029,2022-04-14 20:16:21,Automatic,16.0268 kWh,296968.37,233.4,20.98,0.857,93.842,UNKNOWN,1,1,Good,2022-04-14 20:35:21
RD00013402,MTR003438,CUST003438,2023-04-03 23:31:53,Automatic,0.2934,461382.34,226.0,NULL,0.908,0,0.0571,0,0,NULL,2023-04-03 23:53:53
RD00003666,,CUST004018,2023-04-03 12:33:48,Automatic,2.1104,444567.68,228.8,23.04,-,7.111,0.3359,0,1,Good,2023-04-03 12:35:48
RD00023259,MTR004768,CUST004768,2024-07-28 03:52:53,Estimated,5.5792,489566.38,235.7,18.59,0.723,17.766,1.3971,0,0,Good,0
RD00019172,MTR003146,CUST003146,2022-11-27 10:16:55,Revised,5.6378,315841.35,224.6,38.12,0.834,21.681,0.687,0,0,Good,N/A
RD00023957,MTR003899,CUST003899,2023-01-11 12:51:42,Estimated,3.1433,414259.4,219.4,0.57,0.742,12.015,0.822,0,0,Good,2023-01-11 13:05:42
RD00021148,MTR004658,CUST004658,2023-05-20 01:06:57,Automatic,1.4294,392502.09,207.8,31.77,0.97,8.265,0.375,NULL,0,Good,2023-05-20 01:17:57
RD00017538,MTR003399,CUST003399,2024-12-09 07:41:29,Automatic,N/A,178148.13,240.3,20.16,0.995,1.261,0.0594,0,0,Good,2024-12-09 07:50:29
RD00014558,MTR002862,CUST002862,2023-06-17 10:49:31,Automatic,2.0388,314348.83,233.4,30.03,0.823,9.587,0.4021,0,0,Good,2023-06-17 11:07:31
RD00026828,MTR001693,CUST001693,2024-06-28 12:19:56,Automatic,1.3302,,229.6,21.81,0,4.608,0.3169,0,0,Good,2024-06-28 12:29:56
RD00042336,MTR002878,N/A,2023-04-22 13:01:42,Automatic,0.9606,246136.08,234.9,7.97,0.734,3.685,0.1462,NULL,0,0,2023-04-22 13:15:42
RD00010874,MTR000881,CUST000881,2023-08-16 07:04:01,Estimated,0.5131,255146.27,258.5,10.15,0.752,1.598,0.1301,0,0,Suspect,2023-08-16 07:26:01
RD00001725,MTR003265,CUST003265,2024-03-02 17:47:01,Automatic,7.7553,337928.23,226.5,-,0.913,29.108,2.5224,0,0,Good,2024-03-02 18:14:01
RD00006908,MTR001215,CUST001215,2023-12-29 17:47:02,Automatic,18.2169,105554.7,216.8,,0.74,76.838,5.4404,0,0,Good,2023-12-29 18:07:02
RD00039378,0,CUST001407,2022-10-07 14:03:57,0,0.7437,294862.19,234.9,16.07,0.808,2.419,0.117,0,0,Good,2022-10-07 14:07:57
RD00007768,MTR004831,CUST004831,2024-05-10 23:17:45,Automatic,0.9738,191300.92,N/A,31.35,0.722,5.799,0.2912,0,0,Good,NULL
RD00016242,MTR003345,CUST003345,2023-12-29 13:48:28,Automatic,18.7151,420812.21,240.1,33.46,0.818,105.965,NULL,0,0,Good,2023-12-29 14:10:28
RD00013853,MTR001247,CUST001247,2023-07-15 02:27:51,Automatic,0.3055,149155.67,235.7,N/A,0.995,1.709,0.0768,0,0,Good,2023-07-15 02:28:51
RD00044078,MTR004376,CUST004376,2022-04-06 20:34:28,Manual,63.4158,132792.91,233.1,2.29,0.708,371.945,22.0977,0,0,good,2022-04-06 20:55:28
RD00009705,MTR000407,CUST000407,2023-07-14 23:00:26,Automatic,0.2354,91787.76,216.7,3.41,0.888,1.298,0.0667,0,0,Invalid,2023-07-14 23:30:26
RD00027843,MTR003777,CUST003777,2022-07-02 02:19:47,Automatic,4.5883,151413.21,240.7,48.95,0.759,,0.9832,0,0,Good,2022-07-02 02:40:47
RD00031223,NULL,CUST000603,2024-07-24 07:45:48,Automatic,8.9105,480146.46,242.4,35.72,0.871,43.046,1.6941,0,1,Good,2024-07-24 07:49:48
RD00000376,MTR004410,CUST004410,2022-05-30 09:16:31,Automatic,0.3987,499441.28,217.0,21.86,N/A,1.816,0.0848,0,0,Invalid,2022-05-30 09:21:31
RD00013701,MTR099463,CUST003817,2024-05-01 03:28:14,Automatic,0.0899,23347.96,227.3,8.67,0.768,NULL,0.0276,1,0,Good,2024-05-01 03:33:14
RD00023690,MTR004862,CUST004862,2022-06-06 19:37:09,Manual,1.8444,344025.03,NULL,0,0.962,5.542,0.2249,0,0,UNKNOWN,2022-06-06 19:55:09
RD00038707,MTR004972,CUST004972,2023-03-07 00:13:38,AUTOMATIC,11.775,"330876,65",NULL,4.11,0.802,43.355,2.31,0,0,Good,2023-03-07 00:30:38
RD00009261,MTR000312,CUST000312,2023-03-08 21:59:57,Automatic,2.101,343014.24,,5.52,0.901,9.068,N/A,0,0,Good,2023-03-08 22:10:57
RD00033039,MTR003171,CUST003171,,automatic,0.7123,296865.18,235.9,24.79,NULL,2.619,0.2722,0,0,Good,2023-11-28 21:05:42
RD00013147,MTR004489,CUST004489,2024-11-17 03:34:02,Automatic,5.3706,185052.01,226.9,0,0.961,21.866,1.1819,NULL,0,Good,2024-11-17 03:57:02
RD00027685,MTR001857,CUST001857,2022-09-27 07:17:53,Automatic,2.9004,337750.5,225.4,11.59,0.753,9.234,1.059,0,0,Good,2022-09-27 07:46:53
RD00004985,UNKNOWN,CUST003108,2023-11-19 05:16:46,Estimated,5.9553,182597.46,211.0,9.44,0.824,19.555,0.6457,0,0,Good,0
RD00017916,MTR003245,CUST003245,NULL,Automatic,3973.5,463765.8,225.9,18.07,0.91,15.145,1.0051,0,0,Good,2024-11-13 13:23:09
RD00040663,MTR000811,CUST000811,2022/04/10 17:22:33,Automatic,5.8278,310475880.0,246.0,16.42,0.794,30.384,0.6268,0,0,Good,2022-04-10 17:50:33
RD00035485,MTR000696,CUST000696,2023-11-19 10:50:06,N/A,2.8339,275808.09,227.2,46.14,0.72,9.327,0.982,0,0,Good,N/A
RD00043870,MTR000232,CUST000232,2024-09-04 08:54:11,Automatic,2.5057,139702.35,216.1,14.98,0.877,13.044,0.9422,0,0,Good,2024-09-04 09:07:11
RD00017171,MTR000186,CUST000186,2023-07-18 04:26:07,Automatic,0.698,463267.52,242.9,-,0.913,2.961,0.1476,0,0,Good,2023/07/18 04:52:07
RD00002050,MTR003184,CUST003184,2022-03-11 03:19:23,Manual,3.5668,426300.85,228.0,,0.828,15.48,0,0,0,Good,2022-03-11 03:43:23
RD00046040,MTR000210,CUST000210,2024-08-28 02:43:24,Automatic,0.2293,356744.79,216.0,48.35,0.782,1.19,0.0665,0,0,Good,2024-08-28 03:00:24
RD00002122,MTR000757,CUST000757,2024-08-25 08:19:03,Manual,-,257295.31,241.6,16.37,0.711,7.741,0.2414,0,0,Good,2024-08-25 08:25:03
RD00044813,MTR000142,CUST000142,2022-07-22 19:46:25,Automatic,8.5307,170329.0,235.7,31.5,0.851,31.168,0.9063,0,0,Good,2022-07-22 20:10:25
RD00015119,MTR001639,CUST001639,2023-07-28 09:22:28,Manual,2.3299,412471.98,226.7,19.13,0.914,11.268,0.4201,1,0,Good,UNKNOWN
RD00022350,MTR001611,CUST001611,2023-12-03 11:13:51,Automatic,1.4947,49771.68,223.5,49.87,0.871,5.272,0.501,0,0,Suspect,2023-12-03 11:41:51
RD00004250,MTR002670,CUST002670,,Revised,1.0248,221251.24,,14.79,0.762,5.815,0.2377,0,0,Good,2024-03-20 20:26:16
RD00039047,MTR004851,  CUST004851,2022-08-27 15:32:42,Manual,2.9418,70397.0,0,46.95,0.773,16.711,NULL,0,0,Good,2022-08-27 15:41:42
RD00024466,-,CUST003241,2024-02-24 03:32:23,Automatic,1.3134,286780.19,225.8,36.51,0.824,7.8,NULL,0,0,Good,N/A
RD00010312,MTR002368,CUST002368,2022-07-22 02:37:37,Automatic,0.2054,163196.13,224.7,27.47,0.797,1.003,0.0227,0,0,Good,2022/07/22 02:50:37
RD00037890,MTR004156,CUST004156,2023-05-24 11:26:05,Automatic,8.3801,117072.89,227.5,46.47,0.999,,2.3879,0,0,Good,2023-05-24 11:35:05
RD00044140,MTR004864,CUST004864,2023-11-12 01:46:00,Automatic,10.4073,292348.02,225.5,26.55,0.976,,2.2525,0,0,Good,2023-11-12 01:53:00
RD00017901,MTR003529,  CUST003529,2023-06-25 06:17:33,AUTOMATIC,8.5285,128727.31,230.4,45.36,0.987,27.677,2.658,0,0,0,2023-06-25 06:47:33
RD00027993,MTR001912,CUST001912,2023-04-14 06:59:21,Estimated,17.1484,105857.64,230.8,33.77,0.989,67.408,6.4174,0,0,Estimated,2023-04-14 07:00:21
RD00045219,MTR002316,CUST002316,2022-10-24 11:56:04,Automatic,1.7114,58937.56,241.8,46.21,0.806,10.01,0.3752,0,0,Good,2022-10-24 11:57:04
RD00013811,MTR003474,CUST003474,2024-04-05 10:31:09,Automatic,1.1827,49205.64,0,9.18,0.913,5.969,0.262,0,0,Suspect,2024/04/05 10:55:09
RD00042398,  MTR002186,CUST002186,2024-11-05 06:54:02,automatic,1.4168,325567.56,236.5,20.38,0.842,5.525,0.3738,0,0,Estimated,2024-11-05 07:21:02
RD00029016,0,CUST002140,2022-11-26 20:06:01,Automatic,1.7852,173993.01,211.4,17.62,0.734,8.304,0,0,0,Good,2022-11-26 20:22:01
RD00047510,MTR003443,CUST003443,2024-01-04 23:16:36,Revised,1.2359,307871.61,226.1,48.06,0.86,6.898,0.2094,0,0,Good,2024-01-04 23:42:36
RD00023396,MTR004560,CUST004560,2023-04-25 05:59:39,,10.8636,410435.21,218.5,49.3,0.825,56.6,3.474,0,0,Estimated,2023-04-25 06:02:39
RD00014385,MTR003209,CUST003209,2024-08-17 06:27:03,Automatic,34.1281,6.97,219.5,17.69,0.972,111.536,UNKNOWN,0,0,Good,2024-08-17 06:35:03
RD00034067,MTR001314,CUST001314,2022-05-26 02:18:43,Automatic,228.0754,196266.49,223.2,43.81,0.925,,85.1402,0,0,Good,2022-05-26 02:41:43
RD00033045,MTR000215,CUST000215,2024-06-06 14:46:05,Manual,22.0483,142672.91,219.4,7.3,0.883,79.599,5.9863,0,0,good,2024-06-06 15:01:05
RD00038663,MTR001668,CUST001668,2023-10-08 00:57:27,Automatic,0.1547,246357.11,NULL,41.69,0.81,0.541,0.0571,0,0,Good,2023-10-08 01:18:27T00:00:00Z
RD00036907,MTR004348,CUST004348,2024-09-13 08:11:38,Automatic,30.9513,32486.35,240.9,46.32,0.893,140.422,7.3193,0,0,-,2024-09-13 08:25:38
RD00009285,MTR003956,CUST003956,27/02/2024,Automatic,2.2137,129871.9,217.5,40.61,0.737,7.489,0.8016,0,-,Good,2024-02-27 11:09:36
RD00045424,MTR003005,CUST003005,2024-11-28 02:38:20,Estimated,NULL,56561.1,240.4,32.52,0.73,2.673,0.256,0,0,Good,2024-11-28 02:41:20
RD00040490,0,CUST003616,2023-10-28 23:19:56,Automatic,0.7876,195096.81,241.9,0.94,0.873,4.587,0.105,0,0,Suspect,2023-10-28 23:22:56
RD00007782,MTR002006,CUST002006,0,Automatic,1.7071,235271.84,N/A,44.11,0.71,6.635,0.5677,0,0,Good,2022-12-03 22:40:44
RD00042446,MTR003652,CUST003652,2023-08-31 18:48:35,Automatic,0.2308,366940.1,229.0,25.62,0.924,0.9,0.0237,0,0,Good,2023-08-31 19:08:35
RD00032016,MTR003667,CUST003667,2023-10-06 18:17:38,Automatic,1.2003,48128.93,242.1,3.21,0.813,4.508,0.1655,0,0,Good,2023-10-06 18:30:38
RD00021682,MTR004817,CUST004817,2023-12-02 18:32:06,Automatic,27.4171,63632.93,229.0,N/A,0.837,104.988,10.2934,0,0,Good,2023-12-02 18:45:06
RD00045747,MTR004033,CUST004033,2023-08-20 08:06:56,Automatic,-,453020.79,230.0,10.91,0.855,14.238,0.4275,0,0,Good,2023-08-20 08:27:56
RD00040217,MTR004195,CUST004195,2022-06-12 17:22:57,Automatic,2.2615,213700.47,UNKNOWN,7.06,0.845,11.233,0.7105,0,1,Good,2022-06-12 17:23:57
RD00042246,MTR003587,CUST003587,2023-10-09 16:58:38,Automatic,0.7701,458376.09,225.2,48.29,0.831,4.58,0.1058,0,0,Good,2023-10-09 17:13:38
RD00044700,MTR000990,CUST000990,2023-08-24 06:00:37,Automatic,0.88,227373.78,223.4,44.99,0.857,3.592,0.2511,0,0,Good,2023-08-24 06:25:37
RD00022540,MTR000985,CUST000985,2022-12-17 07:52:04,Automatic,2.342,438628.88,223.2,38.59,0.713,9.285,0.4507,0,0,Good,2022-12-17 08:22:04
RD00025199,MTR004508,CUST004508,2022-11-20 01:46:28,Revised,0.7414,280750.92,213.2,30.73,0.857,,0.1956,0,1,Good,2022-11-20 02:08:28
RD00003676,MTR002615,CUST002615,2022-12-13 03:26:24,Automatic,12.9637,349540.85,238.5,5.73,NULL,55.865,N/A,0,0,Good,2022-12-13 03:34:24
RD00027724,MTR001544,CUST001544,2023-09-20 12:20:34,Automatic,23.6617,281178.03,225.1,13.25,0.994,72.932,7.2812,0,N/A,Good,2023-09-20 12:23:34
RD00017632,MTR003696,CUST003696,28/12/2022,Automatic,11.1019,348531.92,224.9,42.16,0.995,46.507,3.8882,0,0,Good,2022-12-28 08:51:35
RD00021125,MTR001071,CUST001071,2023-09-10 20:03:00,-,1.5431,478465.87,230.7,47.39,0.81,5.478,NULL,0,0,Good,-
RD00010426,MTR000262,CUST000262,2023-05-04 12:18:25,Automatic,2.2805,84033.05,234.3,9.23,0.794,11.332,0.4218,0,0,Good,2023-05-04 12:19:25
RD00015079,MTR003338,CUST003338,2024-10-18 15:23:51,Automatic,1.1075,296590.53,228.0,27.51,0.82,3.958,0.277,0,1,Good,18/10/2024
RD00049916,MTR000602,CUST000602,2022/06/16 08:42:56,Automatic,3.4509,199757.13,-,43.66,0.928,15.085,0.6173,0,0,Suspect,2022-06-16 08:51:56
RD00015655,MTR002860,CUST002860,2022-01-13 03:09:50,Automatic,0.2797,296057.64,231.3,24.5,0.958,0.863,,0,0,Good,2022-01-13 03:19:50
RD00044230,MTR002204,CUST002204,,Estimated,0.6002,369144.59,N/A,0.49,0,2.848,0.2002,,0,-,NULL
RD00035540,MTR002800,CUST002800,2023-08-31 03:39:29,Estimated,130.1353,169362.13,231.4,14.03,0.959,632.187,37.3411,0,0,Suspect,2023-08-31 03:41:29
RD00046324,MTR002529,CUST002529,2022-12-13 10:40:58,Automatic,2.9124,58621.73,214.3,17.26,0.922,N/A,0.739,0,0,Good,2022-12-13 11:06:58
RD00042985,MTR003815,CUST003815,2022-12-25 19:58:09,UNKNOWN,1.317,79824.21,232.9,11.0,0.788,4.54,0.425,0,0,Good,2022-12-25 20:23:09
RD00019511,  MTR001154,CUST001154,2022-11-29 19:54:52,Manual,3.952,199107.57,236.3,19.17,0.959,21.172,0.4656,0,0,Good,2022-11-29 19:58:52
RD00012688,MTR004321,UNKNOWN,2024-01-12 06:00:09,Manual,2.0852,123950.3,236.5,17.88,0.934,10.209,0.5235,0,0,Good,-
RD00035698,MTR000985,CUST000985,2024-10-17 15:11:20,Automatic,NULL,219604.56,234.5,4.08,0.752,6.021,0.317,0,0,Suspect,2024-10-17 15:14:20
RD00016955,  MTR001997,CUST001997,2023-08-09 04:15:14,AUTOMATIC,2.5116,63445.24,237.1,42.5,0.788,NULL,UNKNOWN,0,0,Good,2023-08-09 04:43:14
RD00044713,MTR002547,CUST002547,2023-03-01 02:16:56,Automatic,0.1354,447084.0,231.8,46.65,0.91,0.611,0.0255,1,0,Estimated,2023-03-01 02:25:56
RD00031702,MTR004516,CUST004516,2023-09-07 19:32:50,Automatic,1.3577,67016.39,238.3,38.39,0.867,4.25,0.2322,0,0,Estimated,2023-09-07 19:48:50
RD00043759,NULL,CUST000942,2022-03-30 02:59:52,Automatic,0.9825,230116.12,N/A,31.57,0,3.183,0.1301,0,1,Good,2022-03-30 03:25:52
RD00006790,MTR004535,  CUST004535,2022-07-11 09:47:35,Revised,9.6062,387574.68,232.5,18.44,0.822,33.938,0,0,0,Good,11/07/2022
RD00011577,MTR001326,CUST001326,2022-10-03 19:14:03,Automatic,12.2054,384570.12,233.3,35.62,0.958,45.771,4.0739,0,0,Invalid,2022-10-03 19:40:03
RD00029899,MTR001753,CUST001753,2023-06-22 03:24:51,Automatic,0.2743,218571.72,235.0,30.24,0.821,1.042,0.0579,0,1,Good,2023-06-22 03:25:51
RD00027915,MTR099274,CUST002848,2023-10-13 10:35:38,Automatic,13.9594,488352.48,242.5,35.28,0.721,69.808,4.795,0,0,Good,2023-10-13 11:02:38
RD00015876,MTR004153,CUST004153,2022-10-23 08:39:10,Automatic,4.5308,370854.05,245.1,11.2,0.719,15.16,1.0683,0,0,Good,2022-10-23 08:55:10
RD00039334,MTR004298,CUST004298,2023-01-18 07:20:06,Revised,2.3695 kWh,357310.89,226.0,49.69,0.785,14.14,0.7136,0,0,Good,2023-01-18 07:38:06
RD00026917,MTR002279,CUST002279,2022-09-19 01:11:26,Automatic,0.7471,433916.85,237.0,46.32,0.732,3.244,0.2397,0,0,Good,2022-09-19 01:20:26
RD00006459,MTR003915,CUST003915,2024-06-14 10:26:04,Automatic,2.2256,65529.08,228.3,34.79,0.831,10.679,0.4274,0,0,Good,2024-06-14 10:48:04
RD00031084,MTR001280,CUST001280,2022-11-20 05:37:04,Estimated,N/A,171724.45,228.3,19.34,NULL,0.421,0.0369,0,0,Good,2022-11-20 05:43:04
RD00041424,MTR003795,CUST003795,2022-03-03 16:19:19,Automatic,19.6097,385398.03,250.8,37.77,0.878,72.156,-,0,0,Estimated,2022-03-03 16:27:19
RD00049441,MTR001064,CUST001064,2024-09-29 23:51:31,Automatic,2.4261,337350.74,231.4,33.35,0.957,11.786,0.6771,0,0,Good,
RD00013294,MTR000852,CUST000852,2022-07-14 07:36:52,Revised,28.6362,350472.6,227.1,23.94,0.797,131.982,8.768,0,0,Good,2022-07-14 07:54:52
RD00011951,MTR003871,CUST003871,2023-08-09 06:19:08,Automatic,1.0666,109558.26,219.0,2.7,0.836,N/A,N/A,0,0,Good,2023-08-09 06:41:08
