bill_id,customer_id,meter_id,rate_plan_id,billing_period_start,billing_period_end,bill_date,due_date,units_consumed,peak_units,off_peak_units,bill_base_amount,fixed_charges,tax_amount,total_bill_amount,amount_paid,outstanding_balance,payment_method,payment_date,bill_status,payment_status,previous_balance,subsidy_amount,arrears,created_at,rejection_reason
BILL00018000,CUST003872,MTR003872,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-21,2073.41,721.12,1184.06,16223.98,113.39,1622.4,,0.0,17959.78,,,Generated,Written Off,4146.99,0,1265.04,2024-12-05 06:21:39,Invalid or missing billing amount
BILL00024569,CUST000621,MTR000621,RP002,01-05-2024,,2024-06-05,2024-06-24,92.82,38.94,59.65,324.87,275.55,32.49,,,0.0,Online,2024-06-28,Paid,Paid,1332.62,175.15,,2024-06-05 14:37:51,Invalid or missing billing amount
BILL00023414,CUST000248,MTR000248,RP003,2024-08-01,2024-08-31,2024-09-05,2024-09-25,315.82,105.63,191.87,1560.74,312.85,,,0.0,2029.66,,,Overdue,Partial,,0,639.78,,Invalid or missing billing amount
BILL00020779,CUST002940,MTR002940,RP001,2023-11-01,2023-11-30,2023-12-05,2023-12-27,331.07 kWh,148.45,178.12,1667.49,323.63,166.75,,2157.87,0.0,Cheque,2024-01-03,Paid,Written Off,2703.87,0,1887.19,2023-12-05 05:00:11,Invalid or missing billing amount
BILL00001846,CUST003094,MTR003094,RP003,2024-06-01,2024-06-30,2024-07-05,2024-07-26,383.24,173.56,202.05,2032.68,240.1,203.27,,2476.05,0.0,Bank Transfer,2024-08-05,Paid,Written Off,1622.55,0,151.19,2024-07-05 01:23:24,Invalid or missing billing amount
BILL00021358,CUST003043,MTR003043,RP004,2023-12-01,2023/12/31,2024-01-05,2024-01-17,277.12,125.99,150.42,1324.16,107.64,132.42,,1564.22,0.0,Auto Debit,2024-02-01,Paid,Disputed,3601.33,46.34,867.56,2024-01-05 07:06:26,Invalid or missing billing amount
BILL00017645,CUST001037,MTR001037,RP006,2024-01-01,2024-01-31,2024-02-05,2024-02-15,380.9,155.81,205.25,2016.3,211.73,201.63,,,0.0,Mobile App,2024-02-17,Paid,Overdue,1517.15,39.71,530.56,2024-02-05 08:14:52,Invalid or missing billing amount
BILL00013608,CUST000989,MTR000989,RP003,2023-05-01,,,2023-06-17,203.24,,104.75,917.82,475.13,91.78,,1484.73,0.0,Cash,2023-06-27,Paid,Paid,509.36,50.26,414.96,2023-06-05 12:14:49,Invalid or missing billing amount
BILL00004496,CUST001336,MTR001336,RP006,2023-08-01,2023-08-31,2023-09-05,2023-09-25,263.06,104.94,131.56,1246.83,480.58,124.68,,1852.09,0.0,Online,,Paid,Paid,246.27,115.32,445.89,2023-09-05 19:00:33,Invalid or missing billing amount
BILL00003608,CUST000421,MTR000421,UNKNOWN,2023-09-01,2023-09-30,2023-10-05,,232.71,78.73,146.7,1079.91,420.64,107.99,,1608.54,0.0,Cash,2023-11-02,Paid,Disputed,2695.55,0,680.9,2023-10-05 01:51:52,Invalid or missing billing amount
BILL00013067,CUST001578,MTR001578,RP006,2024-10-01,-,2024-11-05,2024-11-20,-,34.34,,343.07,75.97,34.31,,453.35,0.0,,2024-11-07,Paid,Unpaid,3908.98,140.25,499.14,2024-11-05 20:09:32,Invalid or missing billing amount
BILL00012009,CUST004351,UNKNOWN,RP001,2023-03-01,2023-03-31,2023-04-05,2023-04-19,118.19,48.47,63.31,450.04,314.49,45.0,,0.0,809.53,,,Revised,Overdue,3980.09,107.22,1605.78,2023-04-05 12:20:54,Invalid or missing billing amount
BILL00011886,CUST004285,0,RP004,2024-09-01,2024-09-30,2024-10-05,2024-10-25,2253.61,689.28,1576.18,17755.69,133.69,UNKNOWN,,0.0,19664.94,,,Overdue,Unpaid,32.99,0,588.94,2024-10-05 09:21:46,Invalid or missing billing amount
BILL00001388,CUST001442,MTR001442,RP006,2023-05-01,2023-05-31,2023-06-05,2023-06-30,184.42,88.09,128.02,814.31,445.82,81.43,,1341.56,0.0,cash,2023-07-04,Paid,Partial,4782.64,88.93,1778.98,2023-06-05 06:25:52,Invalid or missing billing amount
BILL00021869,CUST002135,MTR002135,RP006,2023-11-01T00:00:00Z,2023-11-30,2023-12-05,,364.71,162.57,210.92,1902.97,307.74,190.3,,0.0,2401.01,,,Disputed,Written Off,1911.84,75.82,1670.06,2023-12-05 19:16:32,Invalid or missing billing amount
BILL00018528,,MTR003034,RP002,2023-12-01,2023-12-31,,2024-01-30,31012.08,10485.85,19337.71,262202.68,265.33,26220.27,,0.0,288688.28,,,Overdue,Disputed,4886.55,0,1209.23,2024-01-05 07:45:22,Invalid or missing billing amount
BILL00016976,CUST000140,MTR000140,RP001,2023-08-01,2023-08-31,2023-09-05,2023-09-25,138.38,44.55,82.71,561.09,398.56,56.11,,1015.76,0.0,Online,2023-09-25,,Overdue,,159.34,1464.63,2023-09-05 00:41:58,Invalid or missing billing amount
BILL00021929,CUST002681,MTR002681,RP006,2023-01-01,2023-01-31,2023-02-05,,188.28,72.43,117.9,835.54,486.36,83.55,,0.0,1405.45,,,Disputed,Paid,1055.28,7.33,1516.64,2023-02-05 16:48:34,Invalid or missing billing amount
BILL00004603,CUST003365,MTR003365,RP002,2023-03-01,2023-03-31,2023-04-05,2023-04-27,896.5,409.65,489.12,6220.25,194.18,622.03,,0.0,7036.46,,,Sent,Partial,4539.6,0.74,1791.94,2023-04-05 22:00:17,Invalid or missing billing amount
BILL00011285,CUST003135,MTR003135,RP006,2023-05-01,2023-05-31,2023-06-05,2023-06-18,206.09,89.96,113.57,933.5,51.1,93.35,,1077.94,0.0,Bank Transfer,2023-06-15,Paid,Overdue,2041.2,-,1641.74,,Invalid or missing billing amount
BILL00009178,CUST099813,MTR004174,RP002,2024-08-01,2024-08-31,2024-09-05,2024-09-28,286.4,109.07,193.36,1375.2,78.55,137.52,,1591.27,0.0,Cash,2024-09-16,Paid,Paid,2471.65,65.5,227.81,2024-09-05 21:40:00,Invalid or missing billing amount
BILL00022904,CUST001249,MTR001249,RP005,01/04/2023,2023-04-30,2023-05-05,2023-05-25,24979.63,10452.19,14889.94,210926.86,399.54,21092.69,,232419.08,0.0,Bank Transfer,2023-06-02,Paid,Paid,614.56,0,1658.1,2023-05-05 01:44:06,Invalid or missing billing amount
BILL00020620,CUST003900,MTR003900,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-25,345.12,117.85,184.47,1765.84,149.23,176.58,,2091.65,0.0,Cheque,2024-12-24,paid,Paid,1159.75,84.1,1536.38,2024-12-05 12:53:13,Invalid or missing billing amount
BILL00010033,CUST003330,MTR003330,RP006,2024-06-01,1719705600,2024-07-05,2024-07-19,225.02,107.4,146.77,1037.61,364.77,103.76,,0.0,1506.14,,,Overdue,Disputed,218.04,68.47,514.55,2024-07-05 03:48:50,Invalid or missing billing amount
BILL00010942,CUST003588,MTR003588,RP002,2023-05-01,2023-05-31,2023-06-05,2023-06-18,349.05,-,243.82,1793.35,70.1,179.34,,,0.0,Cheque,2023-06-25,Paid,Unpaid,4520.05,110.44,1909.94,2023-06-05 02:49:18,Invalid or missing billing amount
BILL00019492,CUST003053,MTR003053,RP002,UNKNOWN,2023-10-31,,2023-11-15,429.03,176.85,279.91,2353.21,487.47,235.32,,0.0,3076.0,,,Generated,Partial,1127.3,-,782.13,2023-11-05 17:22:58,Invalid or missing billing amount
BILL00000297,CUST001104,MTR001104,RP003,2024-04-01,2024-04-30,2024-05-05,2024-05-24,"365,12",161.9,207.69,1905.84,60.19,190.58,,2156.61,0.0,Cheque,2024-05-07,Paid,Paid,3467.59,20.5,333.53,,Invalid or missing billing amount
BILL00015506,CUST001542,MTR001542,RP004,2024-12-01,2024-12-31,2025-01-05,2025-01-16,251.25,118.57,171.79,1181.88,374.14,118.19,,1674.2,0.0,Auto Debit,2025-01-29,Paid,Paid,3510.57,94.91,590.99,,Invalid or missing billing amount
BILL00005731,CUST002814,MTR002814,RP004,2023-04-01,1682812800,2023-05-05,2023-05-17,253.07,96.28,139.54,1191.88,107.43,119.19,,1418.5,0.0,Online,2023-05-07,Paid,Disputed,1293.87,136.58,1351.82,2023-05-05 03:57:46,Invalid or missing billing amount
BILL00007701,CUST000044,MTR000044,-,2023-11-01,2023-11-30,2023-12-05,2023-12-20,216.42,73.45,142.61,990.31,349.82,99.03,,0.0,1439.16,,,Generated,Disputed,2994.48,112.98,316.06,2023-12-05 13:02:00,Invalid or missing billing amount
BILL00002781,CUST000883,MTR000883,RP001,2024-02-01,2024-02-29,2024-03-05,2024-03-26,243.73,,129.87,1140.51,76.16,114.05,,1330.73,0.0,-,2024-03-14,Paid,Written Off,4035.2,15.11,,,Invalid or missing billing amount
BILL00004021,CUST000248,MTR000248,RP003,2024-04-01,2024-04-30,2024-05-05,2024-05-21,268.87,115.01,182.85,1278.79,,127.88,,1536.58,0.0,Cheque,,Paid,Paid,,0,1437.89,2024-05-05 17:24:29,Invalid or missing billing amount
BILL00024951,CUST001098,MTR001098,RP005,01/07/2024,2024-07-31,2024-08-05,2024-08-19,167.54,53.85,101.3,721.47,427.23,72.15,,1220.85,0.0,Bank Transfer,2024-08-23,Paid,Paid,3794.36,163.3,0,2024-08-05 21:51:54,Invalid or missing billing amount
BILL00005182,CUST003393,MTR003393,RP004,2023-06-01,1688083200,2023-07-05,2023-07-25,236.6,81.88,133.56,1101.3,418.89,110.13,,,1630.32,,,Overdue,Disputed,1872.65,33.93,1725.22,2023-07-05 04:39:01,Invalid or missing billing amount
BILL00022721,CUST001069,MTR001069,RP002,2023-09-01,2023-09-30,2023-10-05,2023-10-27,1.96564,659.36,1043.41,15307.94,443.53,1530.79,,17282.26,0.0,Auto Debit,2023-11-11,Paid,Written Off,4551.44,0,568.41,,Invalid or missing billing amount
BILL00009323,CUST001855,MTR001855,RP004,2024-06-01,2024-06-30,2024-07-05,2024-07-22,279.57,93.44,,1337.63,276.67,133.76,,,0.0,Cheque,,Paid,Written Off,3206.9,113.75,1745.01,2024-07-05 15:54:43,Invalid or missing billing amount
BILL00009967,CUST002415,MTR002415,RP005,2024-07-01,2024-07-31,,2024-08-29,193.56,-,108.03,864.58,137.83,86.46,,1088.87,0.0,Online,2024-08-25,Paid,Unpaid,3444.46,196.97,1449.09,2024-08-05 18:24:20,Invalid or missing billing amount
BILL00012098,CUST003951,MTR003951,RP001,2023-10-01,31/10/2023,,2023-11-23,1660.96,694.06,966.4,12718.16,425.44,1271.82,,14415.42,0.0,Online,2023-11-29,Paid,Unpaid,1591.73,0,566.17,2023-11-05 22:18:18,Invalid or missing billing amount
BILL00014496,CUST003123,MTR003123,RP006,2023-10-01,2023-10-31,2023-11-05,2023-11-30,207.69,84.18,104.02,942.29,446.1,94.23,,1482.63,0.0,Cash,2023-12-10,Paid,Written Off,,27.79,702.96,,Invalid or missing billing amount
BILL00007091,CUST002477,MTR002477,RP004,2023-04-01,2023-04-30,2023-05-05,,217.92,91.85,118.19,998.56,353.51,99.86,,0.0,1451.93,,,Disputed,Unpaid,2583.49,124.52,91.6,2023-05-05 04:28:21,Invalid or missing billing amount
BILL00014793,CUST000064,MTR000064,RP003,2024-04-01T00:00:00Z,2024-04-30,2024-05-05,2024-05-24,707.81,348.07,426.58,4616.38,,461.64,,5528.6,0.0,Mobile App,2024-05-20,Paid,Unpaid,-,53.4,1389.86,2024-05-05 02:14:47,Invalid or missing billing amount
BILL00013581,CUST003088,MTR003088,RP006,01-05-2024,2024-05-31,,2024-06-22,215.94,67.97,,987.67,302.17,98.77,,1388.61,0.0,CHEQUE,2024-07-06,Paid,Written Off,4019.14,180.97,1620.33,2024-06-05 12:31:19,Invalid or missing billing amount
BILL00005007,CUST000403,MTR000403,RP001,2024-04-01,2024-04-30,2024-05-05,2024-05-27,2174.29,963.76,1450.45,17081.47,404.37,1708.15,,0.0,19193.99,,,Cancelled,Partial,4439.48,0,1664.72,2024-05-05 07:08:47,Invalid or missing billing amount
BILL00006687,CUST002698,MTR002698,RP003,2023-11-01,2023-11-30,2023-12-05,2023-12-26,323.18,152.36,173.09,1612.26,241.91,161.23,,0.0,2015.4,,,Disputed,Disputed,687.66,198.1,371.96,2023-12-05 21:29:32,Invalid or missing billing amount
BILL00008360,CUST004493,MTR004493,RP005,2023-08-01,2023-08-31,2023-09-05,2023-09-18,2230.44,748.58,1269.23,17558.74,124.66,1755.87,,19439.27,0.0,,2023-09-27,Paid,Paid,4679.89,0,170.49,2023-09-05 19:40:54,Invalid or missing billing amount
BILL00005246,CUST002076,MTR002076,RP006,2024-06-01,2024-06-30,2024-07-05,2024-07-26,2405.99,1136.32,1533.01,19050.91,220.76,1905.09,,21176.76,0.0,,2024-07-12,Paid,Partial,4325.91,0,1668.08,2024-07-05 12:24:04,Invalid or missing billing amount
BILL00001546,CUST002677,MTR002677,RP005,2023-09-01,2023-09-30,2023-10-05,2023-10-20,315.62,131.02,158.88,1559.34,442.24,155.93,,2157.51,0.0,Cash,2023-10-05,Paid,Paid,3527.32,8.58,130.8,2023-10-05 17:25:24,Invalid or missing billing amount
BILL00014546,CUST000488,MTR000488,RP004,2024-02-01,2024-02-29,2024-03-05,2024-03-27,194.08,70.72,125.07,867.44,344.22,86.74,,1298.4,0.0,Mobile App,2024-03-12,Paid,Written Off,2116.1,81.8,805.21,2024-03-05 11:45:37,Invalid or missing billing amount
BILL00009772,CUST099021,MTR000690,RP004,2024-10-01,2024-10-31,2024-11-05,2024-11-16,178.24,66.52,105.83,780.32,407.6,78.03,,1265.95,0.0,Auto Debit,,Paid,Paid,1960.37,87.22,949.94,2024-11-05 02:25:22,Invalid or missing billing amount
BILL00013647,CUST004710,MTR004710,RP001,2023-04-01,2023-04-30,2023-05-05,2023-05-18,287.93,98.9,146.0,1383.62,467.74,UNKNOWN,,1989.72,0.0,Mobile App,2023-05-03,Paid,Partial,1969.6,190.45,633.27,2023-05-05 09:07:58,Invalid or missing billing amount
BILL00015517,CUST000060,MTR000060,RP003,2023-02-01,2023-02-28,2023-03-05,2023-03-24,370.25,UNKNOWN,222.29,1941.75,120.95,194.18,,2256.88,0.0,Online,2023-04-01,Paid,disputed,503.63,126.74,802.45,2023-03-05 06:20:32,Invalid or missing billing amount
BILL00013794,CUST001316,MTR001316,RP003,2024-11-01,2024-11-30,,2024-12-24,640.91,249.14,376.74,4047.73,301.42,404.77,,4753.92,0.0,Auto Debit,2024-12-31,Paid,Disputed,1860.51,168.18,1248.99,2024-12-05 15:53:22,Invalid or missing billing amount
BILL00019999,CUST001756,MTR001756,RP002,2023-01-01,2023-01-31,2023-02-05,,226.73,83.32,139.21,UNKNOWN,,104.7,,0.0,1371.18,,,Overdue,Overdue,1944.06,,1789.29,2023-02-05 05:55:05,Invalid or missing billing amount
BILL00007722,CUST002622,MTR002622,RP002,2023-02-01,2023-02-28,2023-03-05,2023-03-17,1953.15,642.98,1077.9,15201.78,126.91,1520.18,,16848.87,0.0,-,2023-03-05,Paid,Partial,337.41,0,1230.47,2023-03-05 13:20:59,Invalid or missing billing amount
BILL00000120,CUST003467,MTR003467,RP001,2023-08-01,2023-08-31,2023-09-05,2023-09-25,307.52,0,,1502.64,83.25,150.26,,1736.15,0.0,Cheque,2023-09-30,Paid,Overdue,4369.68,133.87,189.65,2023-09-05 03:52:38,Invalid or missing billing amount
BILL00011550,CUST001414,MTR001414,RP003,2023-08-01,2023-08-31,2023-09-05,2023-09-21,297.88,102.89,194.44,1438.34,253.2,143.83,,0.0,1835.37,,,Overdue,Paid,205.74,139.99,1301.91,2023-09-05 06:10:59,Invalid or missing billing amount
BILL00011751,CUST001700,MTR001700,0,,2024-03-31,,2024-04-26,-,89.6,,1245.29,107.38,124.53,,1477.2,0.0,Cheque,2024-04-16,Paid,Disputed,126.73,0,825.5,2024-04-05 08:29:04,Invalid or missing billing amount
BILL00000990,CUST002586,MTR002586,RP003,2024-11-01,2024-11-30,,2024-12-24,202.44,86.3,105.66,913.42,281.56,91.34,,0.0,,,,OVERDUE,Paid,572.74,155.68,436.68,2024-12-05 22:49:29,Invalid or missing billing amount
BILL00018340,CUST002743,MTR002743,RP004,2023-04-01,2023-04-30,2023-05-05,2023-05-19,251.31,82.64,171.4,1182.2,101.75,118.22,,1402.17,0.0,Online,2023-05-20,Paid,Disputed,2135.02,114.36,1098.96,2023-05-05 21:06:11,Invalid or missing billing amount
BILL00022383,CUST002516,MTR002516,RP001,2023-12-01,2023-12-31,2024-01-05,,256.86,125.18,129.5,1212.73,213.62,121.27,,1547.62,0.0,Bank Transfer,2024-02-01,PAID,Overdue,2059.64,0,1115.16,2024-01-05 11:48:45,Invalid or missing billing amount
BILL00018777,CUST002622,MTR002622,RP002,2024-01-01,2024-01-31,2024-02-05,2024-02-29,2146.11,727.82,1302.64,16841.94,149.19,1684.19,,0.0,,,,Sent,Overdue,4542.74,0,538.17,2024-02-05 06:54:31,Invalid or missing billing amount
BILL00003258,CUST000697,MTR000697,RP003,2024-07-01,2024-07-31,2024-08-05,,223.27,91.48,144.0,1027.99,272.26,102.8,,0.0,1403.05,,,disputed,Written Off,580.14,95.74,967.24,2024-08-05 10:52:49,Invalid or missing billing amount
BILL00020160,CUST004189,MTR004189,RP006,2024-03-01,2024-03-31,2024-04-05,2024-04-29,275.84,117.06,138.36,1317.12,328.09,131.71,,1776.92,0.0,Cash,2024-04-16,Paid,Partial,0,3.75,894.58,,Invalid or missing billing amount
BILL00008221,CUST001294,MTR001294,RP004,2023-08-01,2023-08-31,2023-09-05,2023-09-28,2231.6,1067.94,1148.65,17568.6,458.55,UNKNOWN,,19784.01,0.0,Auto Debit,2023-10-11,Paid,Paid,138.7,0,734.51,2023-09-05 08:41:32,Invalid or missing billing amount
BILL00018464,CUST001694,MTR001694,,2023-08-01,2023-08-31,2023-09-05,2023-09-24,2034.28,741.72,1075.34,15891.38,475.36,1589.14,,0.0,17955.88,,,Generated,Unpaid,1975.12,0,1357.4,2023-09-05 13:45:36,Invalid or missing billing amount
BILL00010008,CUST000375,MTR000375,RP006,2024-08-01,2024-08-31,2024-09-05,2024-09-21,104.72,40.95,71.51,375.96,153.69,-,,0.0,567.25,,,GENERATED,Unpaid,45.16,30.05,,2024-09-05 19:00:53,Invalid or missing billing amount
BILL00012047,CUST002920,MTR002920,RP005,2023-08-01,2023-08-31,2023-09-05,2023-09-19,251.2,76.1,,1181.6,57.34,118.16,,1357.1,0.0,,2023-09-29,Paid,Overdue,3268.35,115.91,1613.21,2023-09-05 02:37:23,Invalid or missing billing amount
BILL00017875,CUST003312,MTR003312,RP001,,2024-03-31,2024-04-05,2024-04-27,440.81,208.42,282.58,2435.67,233.51,243.57,,0.0,2912.75,,,Overdue,Paid,3845.95,14.78,,2024-04-05 01:37:54,Invalid or missing billing amount
BILL00001556,CUST004311,MTR004311,RP001,2024-10-01,2024-10-31,2024-11-05,2024-11-16,3038.05,1178.04,1813.87,24423.43,166.54,2442.34,,0.0,27032.31,,,Generated,Written Off,4586.94,0,872.7,2024-11-05 23:56:39,Invalid or missing billing amount
BILL00021947,CUST000500,MTR000500,RP003,2024-04-01,2024-04-30,2024-05-05,2024-05-30,1383.98,681.31,913.08,10363.83,404.19,1036.38,,11804.4,0.0,Cash,2024-06-04,Paid,Overdue,,0,,2024-05-05 04:11:34,Invalid or missing billing amount
BILL00000353,CUST003155,MTR003155,RP006,2024-03-01,2024-03-31,2024-04-05,2024-04-21,22494.32,8215.17,14544.75,189801.72,248.68,18980.17,,209030.57,0.0,Cash,,Paid,,4924.89,0,983.27,2024-04-05 18:32:21,Invalid or missing billing amount
BILL00009239,CUST001718,MTR001718,UNKNOWN,2023-06-01,2023-06-30,2023-07-05,2023-07-18,600.69,272.13,418.74,3705.87,438.89,370.59,,0.0,4515.35,,,Revised,Disputed,1416.27,199.32,695.92,,Invalid or missing billing amount
BILL00008460,CUST002808,MTR002808,RP004,2023-01-01,2023-01-31,2023-02-05,2023-02-21,260.41,97.92,131.24,1232.26,118.26,123.23,,0.0,1473.75,,,Disputed,Written Off,4657.2,144.49,1656.48,2023-02-05 20:00:19,Invalid or missing billing amount
BILL00004870,CUST001574,MTR001574,RP004,2024-01-01,2024-01-31,2024-02-05,2024-02-22,335.14,114.0,197.19,1695.98,229.66,169.6,,2095.24,0.0,Online,2024-03-08,,Written Off,1830.4,135.23,727.85,2024-02-05 16:17:25,Invalid or missing billing amount
BILL00009080,CUST004365,MTR004365,,2023-05-01,2023-05-31,2023-06-05,2023-06-29,143.99,47.63,76.68,591.95,-,59.19,,0.0,799.66,,,generated,Paid,4456.61,10.95,937.06,,Invalid or missing billing amount
BILL00013899,CUST002339,MTR002339,,2023-03-01,2023-03-31,2023-04-05,2023-04-18,1854.66,857.39,948.62,14364.61,222.13,1436.46,,0.0,16023.2,,,Sent,WRITTEN OFF,2319.32,,394.36,2023-04-05 03:26:33,Invalid or missing billing amount
BILL00023986,CUST004595,MTR004595,RP001,2023-12-01,2023-12-31,2024-01-05,,270.83,121.3,144.11,1289.57,256.79,-,,1675.32,0.0,Auto Debit,2024-01-02,Paid,Written Off,4926.29,,1568.28,2024-01-05 02:55:05,Invalid or missing billing amount
BILL00024075,CUST002694,MTR002694,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-16,171.61,70.66,108.85,743.86,102.55,74.39,,0.0,920.8,,,Overdue,Written Off,,90.28,1363.56,,Invalid or missing billing amount
BILL00019600,CUST000235,MTR000235,RP006,2024-05-01,2024-05-31,2024-06-05,2024-06-21,178.47,54.78,116.34,781.59,172.54,78.16,,1032.29,0.0,Auto Debit,2024-06-23,Paid,Unpaid,2929.08,UNKNOWN,653.85,2024-06-05 15:01:00,Invalid or missing billing amount
BILL00022858,CUST000980,MTR000980,RP001,2023-03-01,31/03/2023,,2023-04-25,2542.42,1175.75,1533.45,20210.57,314.43,2021.06,,22546.06,0.0,Auto Debit,2023-04-09,Paid,Paid,6.35,0,1558.28,2023-04-05 17:27:40,Invalid or missing billing amount
BILL00016107,CUST001043,0,RP005,2024-11-01,2024-11-30,2024-12-05,2024-12-23,UNKNOWN,192.29,0,UNKNOWN,469.15,387.22,,4728.58,0.0,Mobile App,2025-01-07,Paid,Partial,1971.4,166.48,1544.17,2024-12-05 17:19:01,Invalid or missing billing amount
BILL00019152,CUST000327,MTR000327,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-23,391.62,161.68,265.11,2091.34,272.82,209.13,,2573.29,0.0,Cash,2024-12-22,Paid,,210.01,72.2,343.74,2024-12-05 00:27:57,Invalid or missing billing amount
BILL00005526,CUST002271,MTR002271,RP002,,,2023-11-05,2023-11-19,83.2,25.29,54.51,291.2,271.14,29.12,,591.46,0.0,Cheque,2023-11-14,Paid,Partial,3608.08,0,1989.18,2023-11-05 16:17:39,Invalid or missing billing amount
BILL00010895,CUST004144,-,RP001,2024-05-01,2024-05-31,2024-06-05,,1243.72,577.54,867.89,9171.62,351.37,917.16,,10440.15,0.0,Bank Transfer,2024-06-22,Paid,unpaid,,0,UNKNOWN,2024-06-05 12:51:29,Invalid or missing billing amount
BILL00007898,CUST003698,MTR003698,,2024-10-01,2024-10-31,2024-11-05,,57.06,20.95,35.44,199.71,0,19.97,,0.0,696.3,,,Generated,unpaid,2672.87,8.8,1944.81,2024-11-05 01:00:55,Invalid or missing billing amount
BILL00004227,CUST003621,MTR003621,RP004,2023-07-01,2023-07-31,2023-08-05,2023-08-23,298.57,139.58,156.54,1442.13,160.22,144.21,,1746.56,0.0,Online,2023-08-20,Paid,Unpaid,4328.86,21.58,718.22,2023-08-05 11:19:48,Invalid or missing billing amount
BILL00023198,CUST001223,MTR001223,RP006,2024-08-01,2024-08-31,2024-09-05,2024-09-18,218.23,70.69,133.03,1000.26,198.49,100.03,,,0.0,Bank Transfer,2024-08-29,,Partial,2904.26,34.28,869.2,,Invalid or missing billing amount
BILL00020270,CUST003235,MTR003235,RP004,2024-09-01,2024-09-30,2024-10-05,2024-10-30,306.15,127.17,203.38,1493.05,96.51,149.3,,1738.86,0.0,Auto Debit,2024-10-25,Paid,Overdue,2823.36,0,0,2024-10-05 05:40:28,Invalid or missing billing amount
BILL00014766,CUST000299,MTR000299,RP006,2023-08-01,2023-08-31,2023-09-05,2023-09-19,256.65,90.27,149.84,1211.57,364.3,121.16,,1697.03,0.0,Auto Debit,2023-09-24,Paid,Written Off,888.54,165.47,1912.57,2023-09-05 12:32:49,Invalid or missing billing amount
BILL00018624,CUST000422,MTR000422,RP001,2023-11-01,2023/11/30,,2023-12-20,798.88,292.32,493.56,5390.48,208.88,539.05,,0.0,6138.41,,,Overdue,Overdue,3556.78,,1820.36,2023-12-05 03:59:44,Invalid or missing billing amount
BILL00022485,CUST000383,MTR000383,,2024-11-01,,2024-12-05,2024-12-19,207.06,UNKNOWN,123.38,938.83,434.93,93.88,,0.0,1467.64,,,Overdue,Written Off,252.76,62.63,UNKNOWN,2024-12-05 07:33:55,Invalid or missing billing amount
BILL00008204,CUST004434,MTR004434,RP006,2023-03-01,2023-03-31,2023-04-05,2023-04-30,188.88,86.62,128.93,838.84,213.74,83.88,,0.0,1136.46,,,Disputed,Overdue,1882.3,176.88,67.03,,Invalid or missing billing amount
BILL00013905,CUST003519,MTR003519,RP006,2024-05-01,2024-05-31,2024-06-05,2024-06-20,163.63,56.49,100.18,699.96,401.53,70.0,,1171.49,0.0,cheque,2024-06-02,Paid,Unpaid,4243.8,132.93,1090.25,,Invalid or missing billing amount
BILL00003166,CUST002976,MTR002976,RP001,2024-08-01,2024-08-31,2024-09-05,2024-09-18,332.1,139.33,218.34,1674.7,359.66,167.47,,0.0,2201.83,,,Generated,Unpaid,3538.98,85.36,,2024-09-05 05:28:36,Invalid or missing billing amount
BILL00017805,CUST001465,MTR001465,RP001,2024-05-01,2024-05-31,2024-06-05,2024-06-18,230.34,104.43,119.96,1066.87,87.45,106.69,,0.0,1261.01,,,Generated,Unpaid,4821.87,65.01,640.78,2024-06-05 07:51:48,Invalid or missing billing amount
BILL00004849,CUST000241,MTR000241,RP001,,2024-04-30,2024-05-05,,333.2,125.87,213.2,,183.49,168.24,,0.0,2034.13,,,Generated,Written Off,1770.85,147.09,683.61,2024-05-05 14:07:24,Invalid or missing billing amount
BILL00018857,CUST003864,MTR003864,RP003,2024-03-01,2024-03-31,2024-04-05,2024-04-22,21808.89,8174.73,14223.98,183975.57,202.76,18397.56,,0.0,202575.88,,,Sent,-,969.94,0,1863.2,2024-04-05 21:00:21,Invalid or missing billing amount
BILL00022806,CUST003140,MTR003140,RP006,2023-12-01,2023-12-31,2024-01-05,2024-01-20,31082.88,,18012.37,262804.48,461.01,26280.45,,0.0,289545.94,,,Sent,Partial,1958.72,0,620.48,2024-01-05 14:34:53,Invalid or missing billing amount
BILL00012402,CUST001469,MTR001469,RP003,2023-03-01,,2023-04-05,2023-04-25,259.18,87.94,139.6,1225.49,219.37,122.55,,1567.41,0.0,Mobile App,2023-04-14,Paid,Unpaid,,180.92,621.33,,Invalid or missing billing amount
BILL00008505,CUST003944,MTR003944,RP004,2023-06-01,2023-06-30,2023-07-05,2023-07-18,2531.95,1015.95,1442.57,20121.57,349.2,2012.16,,0.0,22482.93,,,Overdue,Written Off,4852.62,0,1571.74,2023-07-05 12:04:16,Invalid or missing billing amount
BILL00010031,CUST002198,MTR002198,RP004,2024-06-01,2024-06-30,2024-07-05,2024-07-24,979.92,480.78,632.89,6929.32,83.36,692.93,,7705.61,0.0,Mobile App,2024-07-09,Paid,Paid,3169.37,0,131.86,2024-07-05 21:51:29,Invalid or missing billing amount
BILL00015798,CUST001353,MTR001353,RP006,2023-11-01,2023-11-30,2023-12-05,2023-12-16,263.25,116.79,165.76,1247.88,422.61,124.79,,0.0,1795.28,,,Sent,Overdue,1154.74,88.02,1093.68,,Invalid or missing billing amount
