read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at,rejection_reason
RD00031459,MTR003478,CUST003478,2023-10-10 05:04:25,Automatic,,371909.75,216.9,41.25,0.927,,0.1891,0,0,Good,2023-10-10 05:07:25,Invalid or missing units consumed
RD00035875,MTR004455,CUST004455,2023-11-08 20:23:07,Manual,,364169.0,219.3,20.76,0.751,9.851,0.6755,0,0,Good,2023-11-08 20:41:07,Invalid or missing units consumed
RD00009246,MTR002451,CUST002451,2024-05-11 10:31:45,Manual,,477742.35,234.9,26.07,0.799,1.598,0.0593,0,0,Good,2024-05-11 10:54:45,Invalid or missing units consumed
RD00046104,MTR004019,CUST004019,2023-08-30 00:15:47,-,,343146.41,,44.4,0.817,,5.0604,0,0,Good,2023-08-30 00:16:47,Invalid or missing units consumed
RD00044261,MTR002388,CUST002388,2023-09-12 21:19:08,Automatic,,147445.53,224.0,28.21,0.786,,0.3233,0,0,Estimated,2023-09-12 21:35:08,Invalid or missing units consumed
RD00010471,MTR003765,CUST003765,2022-12-07 17:45:34,Automatic,,230250.65,226.3,3.09,0.899,9.726,0.7447,0,0,Good,2022-12-07 17:55:34,Invalid or missing units consumed
RD00039977,MTR004319,CUST004319,2024-11-27 07:22:40,Automatic,,125384.34,212.4,32.73,0.868,33.887,1.913,0,0,Good,2024-11-27 07:43:40,Invalid or missing units consumed
RD00018058,MTR002029,CUST002029,2022-04-14 20:16:21,Automatic,,296968.37,233.4,20.98,0.857,93.842,,1,1,Good,2022-04-14 20:35:21,Invalid or missing units consumed
RD00017538,MTR003399,CUST003399,2024-12-09 07:41:29,Automatic,,178148.13,240.3,20.16,0.995,1.261,0.0594,0,0,Good,2024-12-09 07:50:29,Invalid or missing units consumed
RD00002122,MTR000757,CUST000757,2024-08-25 08:19:03,Manual,,257295.31,241.6,16.37,0.711,7.741,0.2414,0,0,Good,2024-08-25 08:25:03,Invalid or missing units consumed
RD00045424,MTR003005,CUST003005,2024-11-28 02:38:20,Estimated,,56561.1,240.4,32.52,0.73,2.673,0.256,0,0,Good,2024-11-28 02:41:20,Invalid or missing units consumed
RD00045747,MTR004033,CUST004033,2023-08-20 08:06:56,Automatic,,453020.79,230.0,10.91,0.855,14.238,0.4275,0,0,Good,2023-08-20 08:27:56,Invalid or missing units consumed
RD00035698,MTR000985,CUST000985,2024-10-17 15:11:20,Automatic,,219604.56,234.5,4.08,0.752,6.021,0.317,0,0,Suspect,2024-10-17 15:14:20,Invalid or missing units consumed
RD00039334,MTR004298,CUST004298,2023-01-18 07:20:06,Revised,,357310.89,226.0,49.69,0.785,14.14,0.7136,0,0,Good,2023-01-18 07:38:06,Invalid or missing units consumed
RD00031084,MTR001280,CUST001280,2022-11-20 05:37:04,Estimated,,171724.45,228.3,19.34,,0.421,0.0369,0,0,Good,2022-11-20 05:43:04,Invalid or missing units consumed
RD00011722,,CUST002055,2024-01-08 01:12:16,ESTIMATED,,127172.58,229.3,7.06,0.79,1.052,0.0258,0,0,Good,2024-01-08 01:38:16,Invalid or missing units consumed
RD00037738,MTR003033,CUST003033,2024-10-19 11:35:18,,,269417.93,212.4,5.18,0.707,4.881,0.2233,0,0,Good,2024-10-19 11:43:18,Invalid or missing units consumed
RD00049587,MTR003055,CUST003055,2022-07-02 02:57:33,Manual,,377867.67,245.9,39.61,0.773,,0.2115,1,0,Good,2022-07-02 02:59:33,Invalid or missing units consumed
RD00047438,MTR000370,CUST000370,,Automatic,,319834.64,232.2,7.74,0.727,8.238,0.0,0,0,Good,2024-04-27 18:49:34,Invalid or missing units consumed
RD00014970,MTR099534,CUST003816,2022-11-29 10:53:38,Manual,,453974.68,226.2,47.03,0.889,6.4,0.6132,0,0,Good,2022-11-29 11:00:38,Invalid or missing units consumed
RD00043284,MTR004181,CUST004181,2024-04-15 14:46:17,Automatic,,419262.42,201.6,,0.701,1.68,0.0804,0,0,Good,2024-04-15 15:07:17,Invalid or missing units consumed
RD00026263,MTR003292,CUST003292,2024-02-17 08:50:14,Automatic,,371003.49,208.2,44.19,0.796,3.755,0.1085,0,0,Good,2024-02-17 09:06:14,Invalid or missing units consumed
RD00031114,MTR004568,CUST004568,2022-04-21 15:04:52,Manual,,248901.91,233.4,,,9.11,0.232,0,0,Good,2022-04-21 15:20:52,Invalid or missing units consumed
RD00018893,MTR000129,CUST000129,2023-04-24 13:29:10,Automatic,,266403.5,216.8,29.8,0.935,2.374,0.254,0,1,Estimated,2023-04-24 13:57:57,Invalid or missing units consumed
RD00013038,MTR001963,CUST001963,2024-04-06 17:22:59,,,245022.54,225.5,27.45,0.825,0.852,0.0524,0,0,Good,2024-04-06 17:48:59,Invalid or missing units consumed
RD00009584,MTR001513,CUST001513,2022-03-29 09:46:29,Automatic,,464863.51,231.8,41.43,0.795,62.975,4.5069,0,0,Good,2022-03-29 10:16:29,Invalid or missing units consumed
RD00045967,MTR001951,CUST001951,2022-07-18 21:49:22,Automatic,,241706.07,228.0,32.74,0.914,12.082,0.564,0,0,Good,2022-07-18 21:56:22,Invalid or missing units consumed
RD00048486,MTR002265,CUST002265,2023-09-11 17:54:03,Revised,,218548.94,240.3,16.61,0.883,101.817,6.7071,0,0,Good,2023-09-11 18:09:03,Invalid or missing units consumed
RD00006702,MTR000198,CUST000198,2023-12-11 11:40:49,Automatic,,320278.87,234.3,5.26,0.877,12.363,1.0263,0,0,Good,2023-12-11 11:52:49,Invalid or missing units consumed
RD00017902,MTR004892,CUST004892,2024-10-05 20:50:55,Estimated,,499982.46,221.7,20.84,0.872,1.77,0.1518,0,,Good,2024-10-05 20:56:55,Invalid or missing units consumed
RD00013941,MTR004526,CUST004526,2023-07-14 18:34:02,Estimated,,495405.05,233.9,2.68,0.964,4.049,0.4393,0,0,Good,2023-07-14 18:53:02,Invalid or missing units consumed
RD00017243,MTR000775,CUST000775,2022-11-09 00:01:03,Automatic,,431246.16,232.8,34.01,0.722,1.918,0.1245,0,0,Good,2022-11-09 00:31:03,Invalid or missing units consumed
RD00048073,MTR003997,CUST003997,2024-10-26 19:10:50,Manual,,62711.44,,13.06,0.752,3.563,0.2303,0,0,Good,,Invalid or missing units consumed
RD00021755,MTR099722,CUST004614,2024-10-09 03:24:14,Manual,,337347.12,239.2,21.03,,5.493,0.2901,0,0,Good,2024-10-09 03:42:14,Invalid or missing units consumed
RD00005982,MTR000940,CUST000940,2023-02-07 08:28:04,Automatic,,12862.7,232.5,20.26,0.806,4.394,0.2414,UNKNOWN,0,Good,2023-02-07 08:38:04,Invalid or missing units consumed
RD00037377,MTR003009,CUST003009,2024-08-13 17:25:44,Automatic,,268475.32,240.7,5.8,0.719,3.632,0.4268,0,0,Good,2024-08-13 17:31:15,Invalid or missing units consumed
RD00006263,MTR001090,CUST001090,2024-10-07 19:00:02,Estimated,,349708.71,230.9,15.3,0.879,11.06,0.4259,0,0,Good,2024-10-07 19:28:02,Invalid or missing units consumed
RD00017061,MTR001417,CUST001417,2022-03-27 15:31:58,Revised,,261954.47,222.7,22.96,0.857,60.931,3.6169,0,0,Good,2022-03-27 15:37:58,Invalid or missing units consumed
RD00043192,MTR001245,CUST001245,2022-05-27 01:52:29,Automatic,,,245.7,38.51,0.781,46.697,3.465,0,0,Suspect,2022-05-27 02:21:29,Invalid or missing units consumed
RD00006019,MTR001198,CUST001198,2023-11-14 04:17:56,revised,,19159.29,230.4,47.04,0.848,2.573,,0,0,Good,2023-11-14 04:37:56,Invalid or missing units consumed
RD00048581,MTR003799,CUST003799,,Revised,,467275.5,241.2,11.85,0.972,1.149,0.0535,0,0,Good,2024-10-30 02:11:11,Invalid or missing units consumed
RD00005586,MTR004315,CUST004315,2022-12-18 22:19:25,ESTIMATED,,25811.11,242.8,22.14,0.74,9.446,0.6972,0,0,Good,2022-12-18 22:46:25,Invalid or missing units consumed
RD00025355,MTR001326,CUST001326,2023-09-03 23:24:49,Automatic,,175075.28,,6.38,0.976,32.691,1.9439,0,0,Good,2023-09-03 23:37:49,Invalid or missing units consumed
RD00040171,MTR002503,CUST002503,2024-07-21 02:17:12,Automatic,,235491.35,239.1,39.9,0.761,23.767,0.702,0,0,Good,2024-07-21 02:35:12,Invalid or missing units consumed
RD00022986,MTR004395,CUST004395,2024-02-03 10:32:40,Automatic,,155221.66,223.8,16.17,0.793,1.575,0.1416,0,0,Suspect,2024-02-03 10:51:40,Invalid or missing units consumed
RD00015939,MTR000886,CUST000886,2024-09-12 18:29:04,Revised,,372714.96,231.2,1.97,,100.86,9.5794,0,0,Good,2024-09-12 18:51:04,Invalid or missing units consumed
RD00021218,MTR004163,CUST004163,2024-07-02 22:03:40,Manual,,398977.01,240.1,6.28,0.933,18.866,0.695,0,0,Estimated,2024-07-02 22:33:40,Invalid or missing units consumed
RD00036488,MTR001404,CUST001404,2024-11-03 11:45:55,Automatic,,405009.54,233.3,45.3,0.994,0.0,0.5477,0,0,Good,2024-11-03 11:58:55,Invalid or missing units consumed
RD00039746,MTR000910,CUST000910,2024-09-23 04:30:56,Automatic,,55233.22,238.3,4.74,0.805,4.007,0.0942,0,0,Good,2024-09-23 04:41:56,Invalid or missing units consumed
RD00005231,MTR001350,CUST001350,2023-12-11 13:24:14,Automatic,,473529.62,238.5,27.89,,10.053,0.8616,UNKNOWN,0,Good,,Invalid or missing units consumed
RD00009906,MTR000261,CUST000261,2024-04-08 21:44:02,Automatic,,132042.08,226.9,42.23,0.861,107.963,2.6571,0,0,Good,2024-04-08 22:01:02,Invalid or missing units consumed
RD00006932,MTR004958,CUST004958,2023-07-20 13:38:53,Automatic,,221217.81,224.7,29.54,0.955,4.656,0.1499,0,0,Good,2023-07-20 13:40:53,Invalid or missing units consumed
RD00024765,MTR002097,CUST002097,,Automatic,,355177.4,222.0,21.08,,330.49,24.5126,0,1,Good,2024-03-26 04:32:57,Invalid or missing units consumed
RD00003226,MTR001953,CUST001953,,Automatic,,185528.74,237.9,24.04,0.815,10.571,0.3245,0,0,Good,2024-03-17 20:31:20,Invalid or missing units consumed
RD00039311,MTR002957,CUST002957,,Automatic,,87382.82,223.4,26.04,0.711,22.652,1.3869,0,0,Good,2022-08-29 06:01:09,Invalid or missing units consumed
RD00046702,MTR004374,CUST004374,2022-09-13 13:09:47,Automatic,,114832.95,232.3,39.06,0.714,28.563,2.1669,0,0,Good,2022-09-13 13:18:47,Invalid or missing units consumed
RD00000560,MTR003665,CUST003665,2024-06-16 03:35:53,Automatic,,434817.74,238.2,32.64,0.72,1.983,0.1763,0,0,good,2024-06-16 03:37:53,Invalid or missing units consumed
RD00017754,MTR003316,CUST003316,2024-03-08 12:39:05,,,290226.08,240.8,12.24,0.702,5.786,0.2552,0,0,Good,2024-03-08 12:43:05,Invalid or missing units consumed
RD00015463,,CUST004830,2022-10-03 12:39:30,,,312816.19,233.5,5.38,0.713,2.81,0.0782,0,0,suspect,2022-10-03 12:57:30,Invalid or missing units consumed
RD00007818,MTR099424,CUST002237,2023-05-09 21:30:38,Automatic,,216222.6,230.2,4.49,0.855,7.056,0.5092,0,0,Good,2023-05-09 21:39:38,Invalid or missing units consumed
RD00039426,MTR003729,CUST003729,2023-09-17 19:36:19,Automatic,,270647.18,238.7,26.58,0.956,8.998,0.3574,,0,Good,,Invalid or missing units consumed
RD00013224,MTR000051,CUST000051,2023-01-16 21:13:41,Automatic,,82113.39,-,1.89,0.746,1311.818,29.5207,0,0,Good,2023-01-16 21:43:41,Invalid or missing units consumed
RD00002399,MTR099512,CUST003674,2024-10-28 12:18:00,Estimated,,156387.0,234.0,30.7,0.783,3.941,0.1733,0,0,Good,2024-10-28 12:33:00,Invalid or missing units consumed
RD00031389,MTR003933,CUST003933,2022-03-13 07:45:57,,,,244.8,35.77,0.937,10.529,0.587,0,0,Good,2022-03-13 07:57:57,Invalid or missing units consumed
RD00027077,MTR002330,CUST002330,,Automatic,,450196.92,239.3,7.94,0.0,,0.4713,0,0,Suspect,2023-07-31 01:08:27,Invalid or missing units consumed
RD00041193,MTR003451,CUST003451,2022-01-27 02:16:45,Automatic,,120089.67,-,4.71,0.982,25.766,2.1439,0,0,Good,,Invalid or missing units consumed
RD00008217,MTR002080,CUST002080,2024-03-20 03:53:59,automatic,,287837.26,217.6,48.73,0.864,5.721,0.4423,0,0,Good,2024-03-20 04:03:59,Invalid or missing units consumed
RD00047582,MTR002853,CUST002853,2022-11-24 05:18:32,Automatic,,263139.2,226.8,5.51,0.799,1.985,0.1244,0,0,Good,2022-11-24 05:46:32,Invalid or missing units consumed
RD00008851,MTR002979,CUST002979,2023-08-22 11:50:57,Automatic,,322062.72,210.2,6.39,0.881,36.397,1.6126,0,0,Good,2023-08-22 12:18:57,Invalid or missing units consumed
RD00040962,MTR002115,CUST002115,2023-12-26 19:55:09,Estimated,,53681.89,223.3,42.69,0.711,3.867,0.1996,0,0,Good,2023-12-26 20:04:09,Invalid or missing units consumed
RD00008206,MTR001457,CUST001457,2024-10-10 05:44:27,Automatic,,214532.82,236.4,41.08,0.8,2.811,0.1891,0,0,Good,2024-10-10 06:05:27,Invalid or missing units consumed
RD00002984,MTR001802,CUST001802,2022-08-12 06:50:46,Automatic,,449649.87,238.7,0.0,0.851,4.263,0.3581,0,0,Good,2022-08-12 07:17:46,Invalid or missing units consumed
RD00035760,MTR003448,CUST003448,,Automatic,,283050.28,226.4,32.26,0.809,5.913,0.4401,0,0,Good,2023-02-23 22:43:02,Invalid or missing units consumed
RD00018619,MTR002953,CUST002953,2024-06-18 14:57:19,Automatic,,323540.81,232.7,1.08,0.834,0.923,0.0434,0,1,Estimated,2024-06-18 15:22:19,Invalid or missing units consumed
RD00042384,MTR000365,CUST000365,2023-11-08 12:41:54,Estimated,,131585.89,219.8,34.22,0.733,4.06,0.1143,0,0,Good,2023-11-08 13:03:54,Invalid or missing units consumed
RD00047615,MTR002394,CUST002394,2022-02-21 03:45:16,Automatic,,87289330.0,234.0,31.19,0.985,5.758,0.3443,0,0,Invalid,,Invalid or missing units consumed
RD00037373,MTR004979,CUST004979,2022-09-23 12:17:33,Automatic,,377549.15,242.4,47.7,,11.718,0.8407,0,0,Good,,Invalid or missing units consumed
RD00041459,MTR003314,CUST003314,2023-03-22 23:01:05,Automatic,,43751.83,229.2,21.7,0.731,4.022,0.2604,0,0,Estimated,2023-03-22 23:03:05,Invalid or missing units consumed
RD00014856,MTR001481,CUST001481,2024-11-14 05:36:20,Estimated,,236207.65,244.4,20.84,0.809,1.48,0.1494,0,0,invalid,2024-11-14 06:03:20,Invalid or missing units consumed
RD00010437,MTR001312,CUST001312,2023-02-16 05:50:20,Automatic,,232689.66,211.4,11.2,0.844,1.356,,0,0,Good,2023-02-16 06:13:20,Invalid or missing units consumed
RD00023218,MTR003211,CUST003211,2024-06-11 01:12:44,Automatic,,480982.91,239.5,30.15,0.941,4.872,0.2671,0,0,Good,2024-06-11 01:25:44,Invalid or missing units consumed
RD00042588,MTR002625,CUST002625,2024-06-25 07:28:03,Revised,,180830.36,245.9,16.99,0.92,17.097,0.3912,0,1,Good,2024-06-25 07:43:03,Invalid or missing units consumed
RD00032209,MTR002426,CUST002426,2024-06-10 00:26:23,Manual,,179087.04,,,0.737,4.318,0.2312,0,0,Good,2024-06-10 00:28:23,Invalid or missing units consumed
RD00018197,MTR004471,CUST004471,2024-04-02 21:42:57,Automatic,,431722.41,229.8,13.65,0.985,0.0,2.6524,-,0,Good,2024-04-02 21:45:57,Invalid or missing units consumed
RD00025758,MTR000974,CUST000974,2024-06-24 09:46:18,Automatic,,416808.29,224.6,15.12,0.827,0.0,,0,0,Good,2024-06-24 09:58:18,Invalid or missing units consumed
RD00039509,MTR002293,CUST002293,,Automatic,,341465.4,227.1,11.59,0.965,8.912,0.3334,0,0,Good,2022-03-12 06:06:17,Invalid or missing units consumed
RD00019080,MTR002751,CUST002751,2022-08-02 13:32:39,,,420731.31,228.2,23.28,0.905,10.485,0.7763,0,0,Good,2022-08-02 13:51:39,Invalid or missing units consumed
RD00024744,MTR001124,CUST001124,2024-09-29 22:17:35,Revised,,484015.96,232.9,,0.897,7.782,0.6937,0,0,Good,2024-09-29 22:24:35,Invalid or missing units consumed
RD00030447,MTR001710,CUST001710,2024-10-03 01:20:44,Revised,,481198.53,214.8,14.76,0.881,,,,,Good,2024-10-03 01:36:44,Invalid or missing units consumed
RD00032590,MTR000381,CUST000381,2022-12-10 05:08:50,Automatic,,287998.45,241.8,16.18,0.892,698.578,37.1985,0,0,Good,2022-12-10 05:11:50,Invalid or missing units consumed
RD00000221,MTR003917,CUST003917,2023-11-03 12:51:05,Manual,,378690.58,226.6,0.5,0.725,62.449,,0,0,INVALID,2023-11-03 13:07:05,Invalid or missing units consumed
RD00045241,MTR099571,CUST003913,2024-06-16 23:55:42,Manual,,430138.2,,46.33,0.717,0.317,0.0191,0,0,Good,,Invalid or missing units consumed
RD00023447,MTR003591,CUST003591,2023-06-30 07:52:45,Revised,,313626.65,236.9,18.04,0.972,17.682,0.33,0,1,Good,2023-06-30 08:15:45,Invalid or missing units consumed
RD00025431,MTR001925,CUST001925,2023-07-16 04:58:27,Automatic,,379269.49,243.3,22.94,0.705,2.439,0.1743,0,0,Suspect,2023-07-16 05:14:27,Invalid or missing units consumed
RD00006360,MTR003958,CUST003958,2022-03-01 15:43:58,Automatic,,293909.22,237.7,43.35,0.885,179.628,17.052,0,0,Good,2022-03-01 16:08:58,Invalid or missing units consumed
RD00028218,MTR002645,CUST002645,2024-06-14 03:43:30,Estimated,,469808.68,232.4,40.61,0.832,9.847,0.4105,0,0,Good,2024-06-14 04:05:30,Invalid or missing units consumed
RD00022295,MTR004174,CUST004174,2024-12-15 12:51:20,Automatic,,349865.97,245.7,30.43,0.95,0.589,0.0493,0,0,Estimated,2024-12-15 13:02:20,Invalid or missing units consumed
RD00009396,MTR001292,CUST001292,2023-09-26 09:22:39,Automatic,,186119.1,216.3,15.58,0.767,14.825,0.756,0,0,Suspect,2023-09-26 09:52:39,Invalid or missing units consumed
RD00049308,MTR000869,CUST000869,2023-05-16 15:30:18,Automatic,,469934.34,215.4,23.93,0.938,1.211,0.0305,0,0,Good,2023-05-16 15:46:18,Invalid or missing units consumed
RD00035001,MTR000137,CUST000137,2023-05-31 14:29:19,Automatic,,62976.88,223.9,39.22,0.793,9.929,0.5319,0,0,Good,2023-05-31 14:46:19,Invalid or missing units consumed
RD00019188,MTR000674,CUST000674,2024-11-05 07:50:30,Manual,,229131.09,227.0,14.74,0.947,5.645,0.267,0,0,Good,2024-11-05 07:58:30,Invalid or missing units consumed
RD00038546,MTR002884,CUST002884,2022-11-02 19:01:27,Automatic,,161312.06,242.3,16.51,0.861,974.264,44.3056,0,0,Good,2022-11-02 19:15:27,Invalid or missing units consumed
RD00000037,MTR000691,CUST000691,2024-02-18 08:55:50,AUTOMATIC,,470712.71,252.0,28.66,0.978,4.45,0.118,0,0,Suspect,2024-02-18 09:19:50,Invalid or missing units consumed
RD00022888,MTR000641,CUST000641,2023-03-10 13:04:30,Automatic,,12928.51,223.0,9.96,0.814,55.418,,0,0,Good,2023-03-10 13:11:30,Invalid or missing units consumed
RD00009247,MTR003472,CUST003472,2024-08-13 00:51:01,AUTOMATIC,,51198.45,240.2,30.98,0.967,4.205,,0,0,Estimated,2024-08-13 00:55:01,Invalid or missing units consumed
RD00046395,MTR002067,CUST002067,2022-12-08 11:15:48,Automatic,,274837.95,215.3,6.92,0.897,1.792,0.132,0,0,,2022-12-08 11:39:48,Invalid or missing units consumed
RD00033287,,CUST002156,2022-04-07 17:14:14,Automatic,,343952.38,228.6,23.73,0.993,3.819,0.3247,0,0,Good,2022-04-07 17:33:14,Invalid or missing units consumed
RD00019831,MTR004743,CUST004743,2023-10-16 20:40:39,Automatic,,336072.58,227.9,6.65,0.894,5.5,0.1204,0,0,Good,2023-10-16 21:00:39,Invalid or missing units consumed
RD00001735,MTR000485,CUST000485,2023-11-05 08:47:42,revised,,475441.35,232.6,4.16,0.882,67.9,4.0876,0,0,-,2023-11-05 08:55:42,Invalid or missing units consumed
RD00027742,MTR000626,CUST000626,2023-03-15 16:58:46,Automatic,,430801.53,220.0,13.97,0.947,18.593,,0,0,Good,2023-03-15 17:26:46,Invalid or missing units consumed
RD00006916,MTR001979,CUST001979,2024-11-13 16:54:01,Estimated,,203438.9,231.8,31.79,0.787,0.829,0.0258,0,0,Estimated,2024-11-13 17:10:01,Invalid or missing units consumed
RD00031536,MTR002482,CUST002482,2022-07-20 18:18:54,Automatic,,51904.49,214.3,42.01,0.985,4.354,,0,0,Good,2022-07-20 18:44:54,Invalid or missing units consumed
RD00048521,MTR000303,CUST000303,2023-04-14 18:19:46,Estimated,,78991.95,233.3,24.37,0.7,58.847,4.6754,0,0,Good,2023-04-14 18:39:46,Invalid or missing units consumed
RD00012034,MTR002826,CUST002826,2022-04-11 21:34:21,Automatic,,169730.97,232.3,40.81,0.75,279.879,25.9818,0,0,Estimated,,Invalid or missing units consumed
RD00044258,MTR001480,CUST001480,2022-04-30 07:48:35,Estimated,,75333.66,228.7,26.05,0.847,4.468,0.3407,0,0,Good,2022-04-30 07:56:35,Invalid or missing units consumed
RD00025281,MTR003742,CUST003742,2022-12-06 19:58:11,Automatic,,138883.78,218.2,1.09,0.956,0.0,4.4712,-,0,Estimated,2022-12-06 20:08:11,Invalid or missing units consumed
RD00003152,MTR002484,CUST002484,2024-01-14 12:30:05,Automatic,,155420.63,238.7,43.25,0.957,1.945,0.1806,1,0,Good,2024-01-14 12:51:05,Invalid or missing units consumed
RD00022237,MTR099244,CUST000045,2022-10-24 11:27:52,Automatic,,433509170.0,217.2,14.1,0.858,4.955,0.4092,0,0,GOOD,2022-10-24 11:47:52,Invalid or missing units consumed
RD00030131,MTR002273,CUST002273,2022-09-06 13:01:53,Manual,,446623.65,253.5,16.41,0.717,2.42,0.1023,0,0,Good,,Invalid or missing units consumed
RD00010483,MTR000473,CUST000473,2022-01-04 06:23:06,Manual,,302842.08,240.9,49.3,0.923,19.101,1.3084,0,0,Good,2022-01-04 06:47:06,Invalid or missing units consumed
RD00014354,MTR002140,CUST002140,2024-03-03 03:33:18,Automatic,,16314.65,222.7,4.99,0.873,3.926,0.3505,0,,Good,2024-03-03 03:52:18,Invalid or missing units consumed
RD00038891,MTR002060,CUST002060,2024-10-13 01:42:12,automatic,,109043.9,,32.84,0.971,22.135,0.4448,0,0,Good,2024-10-13 01:50:12,Invalid or missing units consumed
RD00017306,MTR001567,CUST001567,,Automatic,,339115.02,245.3,8.79,0.858,,2.41,0,0,Estimated,,Invalid or missing units consumed
RD00047584,MTR001130,CUST001130,2022-02-10 13:13:30,Manual,,452283.46,232.3,38.53,0.771,,0.7442,0,0,Good,2022-02-10 13:30:30,Invalid or missing units consumed
RD00023569,MTR004647,CUST004647,2023-10-28 08:38:56,Revised,,429499.74,213.4,48.89,0.798,11.351,0.9052,0,0,Good,2023-10-28 08:51:56,Invalid or missing units consumed
RD00029396,MTR001888,CUST001888,2024-07-09 08:19:44,Estimated,,476.02403,237.8,,0.814,4.378,0.2152,0,,Good,2024-07-09 08:30:44,Invalid or missing units consumed
RD00008553,MTR002389,CUST002389,2024-01-08 04:50:56,Automatic,,179311.95,221.3,38.57,0.961,1200.494,66.5311,-,0,Good,2024-01-08 04:52:56,Invalid or missing units consumed
RD00032842,MTR001888,CUST001888,2024-02-02 21:50:57,Manual,,325994.76,212.9,19.02,0.781,12.436,0.519,0,0,Good,2024-02-02 21:54:57,Invalid or missing units consumed
RD00028187,MTR000184,CUST000184,2024-09-02 22:09:36,Estimated,,489384.15,238.1,15.24,0.902,12.218,0.825,0,0,Good,2024-09-02 22:16:36,Invalid or missing units consumed
RD00034876,MTR000269,CUST000269,2024-12-01 15:54:07,Automatic,,113759.67,248.8,40.0,0.809,6.823,0.3826,0,0,Good,2024-12-01 16:00:07,Invalid or missing units consumed
RD00049066,MTR002802,CUST002802,2022-12-31 05:24:20,Automatic,,54943.38,220.7,10.68,0.806,7.32,0.3238,0,0,,2022-12-31 05:42:20,Invalid or missing units consumed
RD00026345,MTR002131,CUST002131,2022-09-03 22:54:13,Automatic,,,234.7,21.62,0.901,5.298,0.3555,0,0,Good,2022-09-03 23:22:13,Invalid or missing units consumed
RD00032645,MTR004331,CUST004331,,Estimated,,406233.04,223.0,12.5,0.743,,,0,0,Good,2024-05-17 01:35:47,Invalid or missing units consumed
RD00009611,MTR000775,,2023-02-14 17:11:48,Revised,,341084.66,236.3,41.01,0.788,7.569,0.2681,0,0,Good,,Invalid or missing units consumed
RD00025510,MTR000890,CUST000890,2022-12-23 05:39:41,Automatic,,0.0,201.1,25.53,0.778,4.746,0.3506,0,0,Invalid,2022-12-23 06:07:41,Invalid or missing units consumed
RD00032096,MTR002474,CUST002474,2022-11-11 18:31:07,Revised,,123233.63,226.3,1.65,0.88,34.135,,0,0,Good,,Invalid or missing units consumed
RD00041836,MTR000315,CUST000315,2023-01-15 11:46:25,Automatic,,474216.46,217.5,2.77,0.938,5.21,0.3332,0,0,Good,,Invalid or missing units consumed
RD00029635,MTR001371,CUST001371,,Automatic,,363992.49,208.3,37.48,0.84,,0.2496,0,0,Estimated,2023-12-24 17:18:41,Invalid or missing units consumed
RD00016034,MTR002963,CUST002963,,Estimated,,119939.23,218.4,47.58,0.725,0.584,0.0468,0,0,Good,,Invalid or missing units consumed
RD00039165,UNKNOWN,CUST000781,2022-01-18 19:38:28,Estimated,,192830.98,242.8,15.5,0.852,12.417,0.7871,0,0,Good,2022-01-18 19:39:28,Invalid or missing units consumed
RD00009786,MTR001323,CUST001323,2024-06-14 17:58:41,Automatic,,22932.28,220.6,1.37,0.822,9.526,0.2242,0,0,Good,2024-06-14 18:24:41,Invalid or missing units consumed
RD00026758,MTR000993,CUST000993,2024-07-21 10:40:38,Automatic,,20853.0,240.0,30.24,0.855,32.276,2.3464,0,0,Estimated,2024-07-21 10:56:38,Invalid or missing units consumed
RD00000932,MTR001439,CUST001439,2024-09-08 02:53:41,Automatic,,224972.27,234.6,34.13,,2.568,0.0876,0,0,Good,2024-09-08 03:04:41,Invalid or missing units consumed
RD00019734,MTR003268,CUST003268,2024-01-06 22:54:45,Manual,,427472.89,237.3,0.0,0.828,106.641,4.3785,0,0,Suspect,2024-01-06 23:09:45,Invalid or missing units consumed
RD00039626,MTR002337,CUST002337,,Manual,,91713.08,223.4,13.37,0.81,23.649,0.5417,0,0,Good,2024-11-17 16:45:56,Invalid or missing units consumed
RD00022318,MTR099917,CUST004317,2022-05-15 02:43:35,Automatic,,253213.91,224.5,7.35,0.872,,1.3625,0,0,Good,2022-05-15 03:08:35,Invalid or missing units consumed
RD00046780,MTR003376,CUST003376,2023-10-22 01:22:54,Automatic,,269161.67,233.8,17.0,0.815,1.859,0.1189,0,0,Good,2023-10-22 01:24:54,Invalid or missing units consumed
RD00001248,MTR003231,CUST003231,2023-02-18 14:08:37,AUTOMATIC,,336833.7,230.8,39.36,0.718,,0.1674,0,0,-,2023-02-18 14:38:37,Invalid or missing units consumed
RD00021885,MTR004165,,2022-03-09 20:11:22,Automatic,,68500.88,226.7,,0.811,4.636,0.3091,0,0,Good,2022-03-09 20:12:22,Invalid or missing units consumed
RD00041290,MTR003374,CUST003374,2023-06-05 01:17:23,Automatic,,261810.4,222.2,35.4,0.722,1.228,0.0808,0,0,Good,2023-06-05 01:37:23,Invalid or missing units consumed
RD00036505,MTR001412,CUST001412,2023-10-01 22:12:14,Automatic,,227313.26,0,30.43,0.888,55.936,1.3655,1,0,Good,2023-10-01 22:24:14,Invalid or missing units consumed
